"죄종별","생활정도별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"병역범죄","사별","범죄자[명]","명","29","24","27","14","18","18","15","21","14","1",
"병역범죄","미혼자 부모관계","범죄자[명]","명","12766","14541","18145","14977","14876","12869","12038","10932","9739","2501",
"병역범죄","실(양)부모","범죄자[명]","명","9592","11023","13786","11166","10880","9511","9171","8198","7450","1762",
"병역범죄","계부모","범죄자[명]","명","94","109","139","115","50","34","43","56","64","20",
"병역범죄","실부계모","범죄자[명]","명","107","100","112","108","139","120","115","82","64","20",
"병역범죄","실부무모","범죄자[명]","명","889","929","1203","1120","1214","1044","911","805","739","222",
"병역범죄","실모계부","범죄자[명]","명","93","80","102","98","91","85","80","70","59","24",
"병역범죄","실모무부","범죄자[명]","명","1359","1606","1959","1677","1740","1511","1293","1299","1055","317",
"병역범죄","계부무모","범죄자[명]","명","21","29","23","30","20","18","11","10","14","3",
"병역범죄","계모무부","범죄자[명]","명","41","61","68","71","35","26","24","24","15","11",
"병역범죄","무부모","범죄자[명]","명","570","604","753","592","707","520","390","388","279","122",
"병역범죄","미상","범죄자[명]","명","7645","1230","1837","818","786","665","671","620","562","287",
"기타범죄","생활정도","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","하류","범죄자[명]","명","106434","99536","100011","107883","108959","142513","119080","99693","100071","90514",
"기타범죄","중류","범죄자[명]","명","68237","62848","63835","68156","70794","93579","82065","72028","76114","74578",
"기타범죄","상류","범죄자[명]","명","2754","2594","2871","3064","3223","3743","3668","3646","3391","3118",
"기타범죄","미상","범죄자[명]","명","47356","43454","46807","51751","58771","71035","68017","71656","76424","76329",
"기타범죄","혼인 및 미혼자부모관계","범죄자[명]","명","224781","208432","213524","230854","241747","310870","272830","247023","256000","244539",
"기타범죄","혼인관계","범죄자[명]","명","123729","114964","115016","123413","125612","159957","140524","119273","121561","110901",
"기타범죄","유배우자","범죄자[명]","명","99841","92198","90922","95881","96754","123108","107360","89543","90035","82079",
"기타범죄","동거","범죄자[명]","명","2715","2508","2805","3267","3431","4308","3807","3216","3698","3410",
"기타범죄","이혼","범죄자[명]","명","17345","16617","17381","19918","20961","27549","24557","22227","23248","21388",
"기타범죄","사별","범죄자[명]","명","3828","3641","3908","4347","4466","4992","4800","4287","4580","4024",
"기타범죄","미혼자 부모관계","범죄자[명]","명","53376","49917","51655","55590","57276","79738","63951","56074","58027","57299",
"기타범죄","실(양)부모","범죄자[명]","명","40308","37418","38361","40486","41566","58678","46180","40129","41683","41152",
"기타범죄","계부모","범죄자[명]","명","239","207","245","296","209","300","241","198","222","272",
"기타범죄","실부계모","범죄자[명]","명","212","178","219","189","219","292","262","222","202","227",
"기타범죄","실부무모","범죄자[명]","명","2246","2048","2183","2395","2607","3524","2969","2596","2655","2722",
"기타범죄","실모계부","범죄자[명]","명","249","195","227","209","228","309","256","269","238","235",
"기타범죄","실모무부","범죄자[명]","명","6364","5889","6355","7098","7446","10163","8494","7234","7391","6961",
"기타범죄","계부무모","범죄자[명]","명","46","55","60","57","52","72","54","55","47","35",
"기타범죄","계모무부","범죄자[명]","명","114","106","105","104","92","117","95","91","94","80",
"기타범죄","무부모","범죄자[명]","명","3598","3821","3900","4756","4857","6283","5400","5280","5495","5615",
"기타범죄","미상","범죄자[명]","명","47676","43551","46853","51851","58859","71175","68355","71676","76412","76339",
